;collectivite_id;instance_gouvernance;Migration
11922;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : assurer la mobilisation et l’implication des acteurs, assurer la formation des techniciens et élus
• Communes : mobiliser les outils coercitifs si nécessaire, exercice du pouvoir de police des Maires
• Partenaires : PDLHI, CCAS, ADIL, CAF, CD64, équipes d’animation des programmes d’amélioration de l’habitat, services d’aides à domicile, intervenants médico-sociaux, etc.";Texte
18677;4899;CCLO;Tag
27685;4899;CCLO  - Pôle Métropolitain Pays de Béarn;Tag
18695;4899;"• CIEL : co-construction et portage de l’action ;
• CCLO : animateur territorial des actions de mobilité (incluant la mobilité solidaire dans le bouquet de solution offert au territoire) ;
• TRANSITION : communication sensibilisation – plateforme de mobilité ;
• DÉPARTEMENT : fédérateur des territoires autour des actions de mobilité solidaires et inclusives, co-financeur de l’action via la compétence sociale ;
• Autres acteurs du territoire : communication, prescriptions, information.";Texte
18697;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : construction du tableau de bord et de la cartographie de suivi des résidences de la CC Lacq-Orthez, mise à disposition et valorisation des informations sur le parc social auprès des administrés / demandeurs, définition de la stratégie d’intervention, appui aux communes avec le CD64 pour la gestion du parc communal
• Communes : gestion du parc communal, contribution aux analyses de l’état du parc social existant
• Partenaires : opérateurs sociaux, CD 64";Texte
27714;4899;"CCLO
Région Nouvelle-Aquitaine";Tag
11735;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : suivi-animation PVD d’Orthez et Mourenx, suivi-animation de l’OPAH-RU d’Orthez, étude de faisabilité pour la mise en place d’une OPAH-RU multisites, accompagnement des communes pour le traitement des situations de bâti dégradé
• Communes : lien suivi-animation PVD d’Orthez et Mourenx et village d’avenir de Monein
• Partenaires : Anah, CD64, ABF, EPFL";Texte
9082;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : observatoire de l’habitat : suivi de l’offre, de la demande et des attributions de logements sociaux / animation de la démarche (CIL, CIA, PPGDID)
• Communes : implication dans la démarche notamment communes ayant du parc social, Orthez et Mourenx Points Info Logement Social
• Partenaires : réservataires (Etat, communes, Action Logement, etc.), bailleurs sociaux, ADIL, associations de locataires, associations œuvrant à l’insertion des ménages les plus défavorisés";Texte
11403;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : développement projet habitat en accession (recherche dispositifs financiers et d’ingénierie adaptés) et participation aux temps d’échanges extra-territoriaux
• Communes : implication dans la recherche de terrains adaptés
• Partenaires : Etat, CD64, Gadjé Voyageurs, bailleurs sociaux";Texte
11402;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : animation du groupe de travail avec les acteurs partenaires du PDALHPD
• Communes : participation aux réunions si nécessaire
• Partenaires : Etat, CCAS, CD64, associations";Texte
11398;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : soutien aux projets, aide financière
• Communes : soutien aux projets
• Partenaires : Campus des métiers, APSPG, Mission Locale, HJPP, MECS Brassalay, acteurs sociaux, bailleurs sociaux";Texte
28091;4899;Rôle(s) des partenaires : Participer à la promotion de l’offre de service;Texte
19770;4899;CCLO - PM Pays de Béarn;Tag
19767;4899;"CCLO
GIP CHEMPARC";Tag
19763;4899;CCLO;Tag
19632;4899;CCLO - Préfecture - Industries;Tag
19050;4899;"CCLO 
Pilote : Direction Générale des services";Texte
18698;4899;"Répartition des rôles :
Maître d’ouvrage : CCLO / CCBG / Communes
Partenaire technique : Communes / CCLO / CCBG / Entreprises / Associations / NAM / CD64 / RNA
Partenaire financier : Communes / CCLO / CCBG / CD64 / Privés";Texte
16485;4899;"Rôles des partenaires :
ÉCOCÈNE - Lacq Odyssée – structures de l’emploi et de l’insertion, associations et collectifs d’usagers, etc : co-construction et portage de l’action/atelier, communication";Texte
18331;4899;"• Département 64 : assistance à l’élaboration d’un schéma modes actifs CCLO – Pays de Béarn et co-financement
• Etat, ADEME, banque des Territoires, DGCL : soutien ingénierie et dispositif financiers pour montage projet et expérimentation
• CCLO : porteur du projet « modes actifs »
• Communes : compétence voirie/infrastructure/espaces publics
• Associations locales : expertise d’usage et retour d’expérimentation";Texte
8237;4899;"ACTEURS ET PARTENAIRES 
• Lacq-Orthez : mise en place de la nouvelle gouvernance, organisation et pilotage de la politique locale de l’habitat
• Communes : implication dans les différentes instances
• Partenaires : acteurs locaux de l’habitat présents dans les différentes instances / groupes de travail";Texte
5838;4899;"Périmètre :
La DSI
Les services généraux de la collectivité";Texte
17790;4899;"Rôle(s) des partenaires :
AOM :
- Pilotage et portage,
- Financement,
- Coordination animation.
Autres partenaires :
- Expertise de terrain,
- Recensement et remontée des besoins,
- Promotion des offres et initiatives actuelles et à venir,
- Communication.";Texte
31294;4899;"Périmètre :
Les services de la collectivité
L’intercommunalité (associations du territoire)";Texte
31293;4899;"Périmètre :
 - La DSI 
 - Les services généraux de la collectivité
 - Tous les services et équipements de la collectivité
 - Le territoire";Texte
17774;4899;CCLO;Tag
17612;4899;"Rôle(s) des partenaires :
Mobilisation des partenaires de l’insertion sociale et professionnelle de notre territoire dans :
- la création d’outils de repérage des publics,
- l’élaboration d’un répertoire des outils numériques « mobilité » existants,
- l’orientation du public en besoin de formation au numérique.
Mobilisation de tous les partenaires ressources ou supports.";Texte
31385;4899;"Contributeur(s) :
• Equipe informatique
• RSSI

Périmètre :
La DSI
Les services généraux de la collectivité";Texte
17582;4899;CCLO;Tag
30267;4899;"Rôle(s) des partenaires :
• Promouvoir les services en gares
• Communiquer
";Texte
17386;4899;CCLO;Tag
17052;4899;"Rôle(s) des partenaires:
• Repérage du public et prescription vers le service d’accompagnement de la Plateforme Mobilité,
• Prêt de salles, Mise à disposition d’outils et/ou de services (Mobilacq),
• Communication sur le dispositif,";Texte
31146;4899;"Rôle des partenaires :
• Participation
• Expertise/ partage de données/ d’expériences
• Information Communication";Texte
16406;4899;"CCLO (PLH)
Région Nouvelle-Aquitaine
ANAH";Tag
16674;4899;"Rôle(s) des partenaires :
Accompagnement technique/ ingénierie et/ou financier";Texte
5710;4899;"La DSI
Les services généraux de la collectivité";Tag
23476;4899;"Partenaires potentiels : 
ONF, CRPF, Fransylva, Interpro Forêt Bois, FIBois, Association des communes forestières, Syndicats de rivière, Entreprises, DDT service forêt, CD 64, Collectivités";Texte
29779;4899;"Périmètre : 
 - La DSI
 - Les services généraux de la collectivité
 - Tous les services et équipements de la collectivité
 - Le territoire";Texte
5989;4899;"Périmètre :
Interne : équipe informatique, services contributeurs (communication, BE)
Interne : services administratifs, puis tous services
Les élus : VP puis conseillers
Les citoyens";Texte
8078;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : mise en place et production de l’observatoire de l’habitat
• Communes : participation à la production, relai d’information
• Partenaires : fournisseurs de données (CAF, CD64, DDTM64, opérateurs sociaux, etc.), AUDAP";Texte
28270;4899;"COM
CCLO";Tag
5544;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : impulser une dynamique sur le territoire communautaire, mobiliser les outils développés par le CD64 dans le cadre de son action en direction de la structuration d’une filière de réhabilitation locale, performante et écoresponsable, et en lien avec la politique de la Région
• Communes : -
• Partenaires : CD64, Région Nouvelle-Aquitaine, CAUE";Texte
6265;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : pilotage de l’appel à projet, accompagnement des porteurs de projets, recensement des projets
• Communes : mise en lien des porteurs de projets à la CC Lacq-Orthez
• Partenaires : CD64, coopératives de l’habitat locales, organismes HLM, architectes, maîtres d’oeuvres, artisans";Texte
6259;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : détermination des critères de logements en accession sociale, suivi des projets, aide financière
• Communes : mobilisation sur des projets d’accession sociale
• Partenaires : bailleurs sociaux notamment COL et Domofrance, CD64, Etat";Texte
18161;4899;"Rôle(s) des partenaires :
• ADEME : AMI
• Région : délégation de compétence – co-financement
• CEE : accompagnement financier et fonctionnement
• Pays de Béarn/collectivités : co-construction des lignes virtuelles";Texte
28964;4899;CCES;Tag
29000;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : animation du guichet habitat-énergie, suivi OPAH-RU et PIG, abondements ANAH
• Communes : relais d’information auprès des habitants et des professionnels
• Partenaires : Anah, France Renov, CD64, Région Nouvelle-Aquitaine, équipes d’animation OPAH-RU et PIG, artisans et fédérations du bâtiment, ADEME";Texte
6134;4899;"Périmètre :
La DSI
Les services généraux de la collectivité
Tous les services et équipements de la collectivité";Texte
29131;4899;"Répartition des rôles :
Maître d’ouvrage : RNA
Partenaire technique : RNA
Partenaire financier : RNA
Animateur : CCLO / CCBG / Communes";Texte
31599;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : développement de l’observatoire foncier, définition des secteurs stratégiques
en lien avec le PLUi et les communes, appui aux communes pour les outils
d’acquisition foncière, développement partenariat EPFL sur volet habitat
• Communes : définition des secteurs stratégiques en lien avec la CC Lacq-Orthez
• Partenaires : EPFL Béarn Pyrénées, AUDAP";Texte
31592;4899;"Périmètre :
La DSI
Les services généraux de la collectivité";Texte
18107;4899;CCLO - CHEMPARC - Cité scolaire de Mourenx;Tag
18105;4899;CCLO;Tag
5992;4899;"Périmètre :
La DSI
Les services généraux de la collectivité";Texte
28092;4899;"Répartition des rôles :
 - Maître d’ouvrage : CCLO
 - Partenaire technique : RNA
 - Partenaire financier : RNA
 - Animateur : CCLO, BPV";Texte
23475;4899;"Partenaires potentiels : 
CBNSA, OAFS, FDGDON, Syndicat mixte du Gave de Pau, Associations d'insertion, CdC Nord-Est Béarn, CEN NA, Région NA , CD 64, Agence Régionale de Santé Nouvelle-Aquitaine";Texte
9406;4899;"PILOTE ET PARTENAIRES
• Lacq-Orthez : suivi de l’offre et de la demande de logements pour les séniors, mise en place et animation du groupe de travail pour la définition des projets de logements intermédiaires à destination des personnes âgées, aide financière
• Communes : porteurs de projets
• Partenaires : bailleurs sociaux, associations, CCAS, CAF, MSA, Caisses de retraites, SDSEI, Anah, CD64, MDPH";Texte
22838;4899;"Partenaires potentiels : 
CEN NA, FAUNA, Faune Aquitaine, CBNSA, FDAAPPMA 64, FDC 64, Ecocène, CPIE Béarn";Texte
23681;4899;"Région : concertation et propositions
Collectivités : remontées des problématiques et enjeux";Texte
23797;4899;Partenaires potentiels : CD 64, CEN NA, FDC 64, Syndicats de rivière, AEAG, Région NA ,Entreprises ,Collectivités;Texte
22476;4899;"Partenaires potentiels : La liste des structures a vocation à être exhaustive. Sur le volet réglementation, les
services suivants pourront être mobilisés : OFB, DDT 64 service police, FDC, FDAAPPMA, AEAG, etc.";Texte
23807;4899;"Partenaires potentiels : 
Communes, Établissements scolaires, Éducation nationale, CPIE, CD 64 : RdV Nature du 64, Éducation Environnement 64, Ecocène, Graine Nouvelle-Aquitaine, CEN NA, Terra Pitchoun, Béarn Initiatives Environnement, Collectivités, FDAAPPMA 64";Texte
22618;4899;"Partenaires potentiels : 
Conservatoire du végétal, Associations de réinsertion locale Syndicats de rivières, Indépendants ou bureau d'études spécialisés Associations Arbres et Paysages Arbres et Agriculture d'Aquitaine AFAC-Agroforesteries, FDC 64, CEN NA, CBNSA, Lycée agricole, Collectivités";Texte
34407;4899;"Comité de pilotage
Réunions avec entreprises du secteur";Texte
23986;4899;Partenaires potentiels : CD 64, CEN NA, FDC 64, Syndicats de rivière, Région NA ,Entreprises ,Collectivités;Texte
21238;4899;"CCLO 
PM Pays de Béarn
Chambre d'agriculture";Tag
21258;4899;"Répartition des rôles :
  - Maître d’ouvrage : CCLO / CCBG
  - Partenaire technique : RNA/ communes/ associations/CD64
  - Partenaire financier : CCLO / CCBG / RNA";Texte
21382;4899;"• Lacq+ : PDME, Relais de communication
• CD64 : identification et financement des aménagements des aires de covoiturage.
• Associations : retour d’expériences sur les pratiques, usages et besoins.
• Centre social de Monein : communication et identification des personnes ciblées par le transport adapté. Organisation des chauffeurs bénévoles.
• CCLO, municipalités et partenaires : ingénierie de projets, expertise, communication - identification des aires de covoiturage potentielles ou des besoins en aires - Aménagements signalétiques et structurels des emplacements réservés au covoiturage.";Texte
1832;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : intégration de la veille sur les copropriétés à l’observatoire du PLH, suivi des déclarations de travaux et des DIA en lien avec les communes, accompagnement à la structuration des copropriétés, financement de travaux
• Communes : suivi des déclarations de travaux et des DIA
• Partenaires : conseils syndicaux, syndics, ADIL, animateur OPAH-RU, Anah, CD64, Région Nouvelle-Aquitaine";Texte
24570;4899;Partenaires potentiels : CEN NA, Collectivités (CCLO);Texte
24568;4899;"Partenaires potentiels : 
Collectivités, Offices de Tourisme, Entreprises, CD 64, FREDON, Collectifs, Associations locales de randonnées, ACCA, AAPPMA, Autres associations locales, ...";Texte
3184;4899;"Périmètre :
La DSI
Les services généraux de la collectivité";Texte
24213;4899;"Partenaires potentiels : 
Bureaux d'études, Service urbanisme CCLO, Agence d'Urbanisme Atlantique et Pyrénées, Conseil d'Architecture, d'Urbanisme et de l'Environnement des Pyrénées-Atlantiques, Etat , SAFER, CEN NA, associations naturalistes, OFB, CA64, syndicats agricoles, ONF, CRPF, etc.";Texte
21558;4899;"• Expertise technique/juridique
• Accompagnement technique
• Communication
• Financement";Texte
24358;4899;"Partenaires potentiels : 
CD 64 : RdV Nature du 64, Éducation Environnement 64, Ecocène, CEN NA, Béarn Initiatives Environnement, Collectivités, Offices de Tourisme, Entreprises, Collectifs ...DDT service biodiversité,
FDAAPPMA";Texte
24359;4899;"Partenaires potentiels : 
Agriculteurs, Chambre d'agriculture 64, Région NA, DDRAF, SAFER, ABDEA, CIVAM, Terre de Lien, CUMA, ETA, Lycée agricole, Syndicats agricoles, DDT service agricole, CEN NA, Indépendants, Collectivités";Texte
22478;4899;"Partenaires potentiels : 
AEAG, CD 64, Région NA, DDT 64, CEN NA";Texte
34412;4899;"COTECH
COPIL";Tag
22611;4899;Partenaires potentiels : CEN NA, DDT 64 service forêt, CBNSA, Région NA, CD 64;Texte
25371;4899;<p><strong>ACTEURS ET PARTENAIRES : </strong></p><p>• Lacq-Orthez : suivi de la réalisation des objectifs de production, porteurs de projets • Communes : porteurs de projets </p><p>• Partenaires : organismes HLM, promoteurs privés, aménageurs / lotisseurs</p>;Texte
22597;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : mise en place du groupe projet logement social et animation, aides financières, accompagnement des communes dans leurs projets locatifs communaux
• Communes : développement parc communal
• Partenaires : bailleurs sociaux, CD64, Etat, EPFL";Texte
23642;4899;"Partenaires potentiels : 
Chambre d'agriculture 64, Région NA, DRAAF, SAFER, ABDEA, CIVAM, Terre de Lien, Lycée agricole, CUMA, ETA, FDC 64, Juriste, Agriculteurs, Syndicats agricoles, DDT service agricole, CEN NA,  Indépendants pour les IAE, Collectivités, Entreprises";Texte
23645;4899;Partenaires potentiels : CEN NA, Collectivités (CCLO);Texte
22893;4899;"GIP CHEMPARC 
CCLO";Tag
22609;4899;Partenaires potentiels : Chambre d'agriculture 64, SAFER, ABDEA, CIVAM, Terre de Lien, CUMA, ETA, Lycée agricole, Syndicats agricoles, DDT service agricole;Texte
27131;4899;CCLO;Tag
22839;4899;"Partenaires potentiels : 
FDC 64, CA64, Associations de réinsertion locale, Syndicats de Rivières, Conservatoire du végétal, Indépendants ou bureau d'études spécialisés, Lycée agricole, CEN Nouvelle-Aquitaine, Associations
Arbres et Paysages, Arbres et Agriculture d'Aquitaine, AFAC-Agroforesteries, autres";Texte
23171;4899;"ACTEURS ET PARTENAIRES
• Lacq-Orthez : repérage et suivi des logements vacants, financement et accompagnement des projets de réhabilitation dans le parc ancien, accompagnement et communication auprès des élus et des propriétaires dans la mobilisation d’outils, mobilisation des bailleurs sociaux/ OFS
• Communes : engagement de démarches sur d’éventuels secteurs/îlots prioritaires, mise en place d’outils dédiés, réalisation d’opérations
• Partenaires : Anah, CD64, organismes HLM, OFS";Texte
25557;4899;"• Partager,
• Communiquer,
• Informer.";Texte
22482;4899;"Partenaires potentiels : 
ONF, CRPF, Fransylva, Interpro Forêt Bois, FIBois, Association des communes forestières, Syndicats de rivière, Entreprises, DDT service forêt, CD 64, Collectivités, Associations";Texte
24576;5028;"Communauté de Communes du Clunisois (service environnement) : coordination et animation.

ONF : appui technique pour les forêts communales.

CRPF Bourgogne-Franche-Comté : appui technique pour les forêts privées.

URCOFOR BFC et ADCOFOR 71 : accompagnement des communes forestières.

Propriétaires forestiers publics et privés : bénéficiaires et acteurs directs.";Texte
4715;5028;"Communauté de communes du Clunisois (coordination locale, animation).

Région Bourgogne-Franche-Comté (gestion de la plateforme Mobigo).

Département de Saône-et-Loire et intercommunalités voisines via le Bassin de Mobilité.

Prestataires privés éventuels (applications de covoiturage, services de mobilité).

Comité des partenaires mobilité (suivi et concertation).";Texte
22480;5028;"Communauté de communes du Clunisois : coordination.

Chambre d’Agriculture 71 : appui technique.

MFR du Clunisois et lycées agricoles : partenariats pédagogiques.

Associations agricoles (BioBFC, ADEAR, FDSEA, Confédération paysanne) : relais auprès de leurs adhérents.

Agriculteurs volontaires : accueil des sessions sur leur ferme.";Texte
35269;5028;"Conseil communautaire : valide la création du Conseil territorial et peut désigner des représentants élus

Comité de pilotage interne : alimente et sollicite la gouvernance élargie sur des points stratégiques

Conseil territorial Économie Circulaire : réunit les acteurs du Clunisois et de ses intercommunalités voisines (ex : CC Saint-Cyr-Mère-Boitier, SIRTOM Vallée de la Grosne) ; peut faire l’objet d’un règlement intérieur et d’un pilotage tournant

Groupes thématiques (réemploi, filière bois, déchets, bâtiment, tourisme…) : issus de la gouvernance élargie pour co-produire des actions concrètes";Texte
35266;5028;"Conseil communautaire : informé régulièrement de l’avancement des travaux du COPIL

Comité de pilotage Économie Circulaire (interne) : structure de pilotage stratégique, force de proposition et de validation technique/politique

Groupes de travail thématiques : peuvent être missionnés par le COPIL pour élaborer des propositions ou approfondir certaines actions

Service communication : informé des grandes orientations validées pour relais dans les supports internes et externes";Texte
35274;5028;"Comité de pilotage Économie Circulaire : valide les objectifs à chaque horizon et assure leur cohérence

Groupes de travail thématiques : proposent des objectifs opérationnels par filière ou par secteur

Conseil communautaire : valide les orientations stratégiques et les objectifs majeurs à chaque phase

Conseil territorial Économie Circulaire : associé pour ajuster les objectifs aux réalités de terrain et favoriser leur appropriation collective";Texte
17985;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Office de tourisme : intégration et valorisation de l’offre agricole.

Agriculteurs : accueil et témoignages.

Établissements scolaires et centres de loisirs : relais pédagogiques.

Presse et médias locaux : communication et diffusion.";Texte
35259;5028;"- Comité de pilotage Économie Circulaire : valide le périmètre des documents à analyser et les axes à explorer

- Service urbanisme / aménagement : apporte une expertise technique sur les documents d’urbanisme

- Élu référent Économie Circulaire : relaie les enjeux identifiés dans les instances politiques

- Conseil territorial Économie Circulaire : partage les résultats pour harmoniser les démarches entre EPCI et syndicats (ex : SIRTOM)";Texte
15702;5028;"Communauté de communes du Clunisois : pilotage et appui logistique.

Agriculteurs : participation et témoignages.

Associations organisatrices d’événements : co-construction des animations.

Office de tourisme : relais communication.

Écoles et centres de loisirs : implication des jeunes publics.

Presse locale : couverture médiatique.";Texte
35282;5028;"Moyens humains :

- Chef de projet Économie Circulaire (coordination)
- Appui des services développement économique, scolaire, vie associative et communication
- Participation des groupes de travail pour orienter les actions selon les besoins des publics cibles
- Mobilisation des réseaux : chambres consulaires, fédérations d’associations, groupes d’entreprises, conseils municipaux

Moyens techniques :

- Grille d’analyse croisant les actions et les cibles (société civile / acteurs publics / acteurs économiques)
- Identification d’un ou plusieurs publics cibles pour chaque fiche-action
- Rédaction d’un volet spécifique par public cible dans la stratégie globale (ex. : ""Que propose la stratégie aux artisans ?"")
- Supports de communication adaptés à chaque public (langage, canaux, formats)";Texte
33996;5028;"Communauté de communes du Clunisois (mise à disposition des véhicules, coordination et suivi).

Communes partenaires (gestion locale et organisation du service).

Associations locales (recrutement des bénévoles, animation du service).

Comité des partenaires mobilité (concertation et suivi global).";Texte
5052;5028;"Communauté de communes du Clunisois (pilotage et coordination).

Communes (accueil des aires sur leur foncier).

Département de Saône-et-Loire (gestion et voirie).

Région Bourgogne-Franche-Comté (appui mobilité).

ADEME (financement et expertise technique).

Comité des partenaires mobilité (concertation et suivi).";Texte
35262;5028;"Comité de pilotage Économie Circulaire : valide la méthodologie de diagnostic et les filières prioritaires à analyser

Groupes de travail thématiques : mobilisés pour affiner l’analyse par secteur (ex : groupe BTP, groupe bois, groupe tourisme…)

Conseil territorial Économie Circulaire : peut mutualiser des données et identifier des synergies intercommunales

Partenaires institutionnels : Région (SRDEII), ADEME, Département, DREAL peuvent être mobilisés comme contributeurs";Texte
35270;5028;"Comité de pilotage interne : valide la composition, les objectifs et les thématiques des groupes

Conseil territorial Économie Circulaire : lieu de mobilisation des participants, peut impulser certains groupes ou les relier à d’autres dynamiques locales

Groupes eux-mêmes : peuvent évoluer en collectifs-projets ou devenir pérennes selon les résultats et la mobilisation (ex : groupe filière bois, groupe circuits courts, etc.)

Conseil communautaire : informé régulièrement des propositions d’actions issues des groupes et amené à les intégrer dans les arbitrages budgétaires";Texte
35275;5028;"Comité de pilotage Économie Circulaire : supervise l’élaboration du programme et valide les arbitrages

Groupes de travail thématiques : rédigent ou co-construisent les fiches-actions sur leur domaine

Conseil territorial Économie Circulaire : peut être consulté sur les actions transversales ou sensibles

Conseil communautaire : adopte officiellement le programme d’actions et peut suivre son avancement chaque année";Texte
34100;5028;"Communauté de communes du Clunisois (pilotage, coordination avec les autres services de mobilité).

Office de Tourisme du Clunisois (identification des besoins spécifiques aux visiteurs).

Communes touristiques et gestionnaires de sites (partenaires de mise en œuvre).

Associations et acteurs socio-économiques du territoire (événementiel, culture, patrimoine).

Comité des partenaires mobilité (concertation et suivi).";Texte
34101;5028;"Communauté de communes du Clunisois (pilotage, coordination avec les autres services de mobilité).

Office de Tourisme du Clunisois (identification des besoins spécifiques aux visiteurs).

Communes touristiques et gestionnaires de sites (partenaires de mise en œuvre).

Associations et acteurs socio-économiques du territoire (événementiel, culture, patrimoine).

Comité des partenaires mobilité (concertation et suivi).";Texte
34119;5028;"Communauté de communes du Clunisois (coordination et pilotage global).

Communes (organisation logistique et accueil sur les sites desservis).

GIP Équivallée (partenaire opérationnel et technique).

Associations locales et Office de Tourisme (promotion et relais d’information).

Comité des partenaires mobilité (concertation et suivi).";Texte
27462;5028;"Communauté de communes du Clunisois : coordination.

CRPF Bourgogne-Franche-Comté et ONF : expertise technique et formation.

ADCOFOR 71 : relais pour les communes forestières.

Établissements scolaires et associations : implication dans les animations pédagogiques.

Propriétaires forestiers et gestionnaires : bénéficiaires et relais.";Texte
16588;5028;"Communauté de communes du Clunisois : pilotage et financement.

Agriculteurs volontaires : participation aux portraits et témoignages.

Office de tourisme et associations locales : relais de diffusion.

Écoles et établissements éducatifs : utilisation des supports pédagogiques.

Presse et médias locaux : relais de communication.";Texte
22243;5028;"Portage par le PTCE InCluniso (association) et ETAP

Comité de suivi associant :

    - ComCom du Clunisois
    - Représentants des usagers
    - Partenaires associatifs
    - Acteurs de la santé ou de l’insertion (en lien avec les orientations sociales)";Texte
34120;5028;"Communauté de communes du Clunisois (coordination et pilotage global).

Communes (organisation logistique et accueil sur les sites desservis).

GIP Équivallée (partenaire opérationnel et technique).

Associations locales et Office de Tourisme (promotion et relais d’information).

Comité des partenaires mobilité (concertation et suivi).";Texte
35272;5028;"Comité de pilotage Économie Circulaire : pilote la rédaction collective de la vision et en garantit la cohérence

Conseil territorial Économie Circulaire : consulté pour enrichir la formulation par les différents collèges (citoyens, éco-acteurs, collectivités partenaires…)

Conseil communautaire : valide et adopte la vision à travers une délibération ou une communication officielle

Service communication : valorise cette vision dans les discours, publications, outils de sensibilisation et événements publics";Texte
24796;5028;"Communauté de communes du Clunisois : coordination.

CRPF Bourgogne-Franche-Comté et ONF : accompagnement technique.

PEFC Bourgogne-Franche-Comté : opérateur de certification.

Communes forestières et propriétaires privés : acteurs et bénéficiaires.

Structures de la filière bois (coopératives, scieurs, exploitants) : relais et valorisation.";Texte
16854;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Office de tourisme : diffusion et mise en valeur touristique.

Agriculteurs et collectifs agricoles (AMAP, CUMA, associations bio, etc.) : recensement et actualisation.

Associations citoyennes et établissements scolaires : relais de diffusion locale.";Texte
34135;5028;Comité des partenaires Mobilité;Tag
24832;5028;"Pilotage par la Communauté de communes du Clunisois

Groupe de travail filière bois énergie avec :

    - Communes concernées par des projets de chaufferies
    - Usagers finaux publics (écoles, mairies, EHPAD, etc.)
    - Producteurs et transformateurs de bois
    - Structures d’accompagnement (FIBOIS BFC, DRAAF, Région, ADEME)";Texte
5299;5028;"Communauté de communes du Clunisois (coordination et accompagnement).

Communes (mise à disposition d’espaces pour stationnement et recharge).

Habitants et associations (utilisateurs et relais d’information).

Partenaires privés (plateformes d’autopartage, opérateurs de mobilité).

Comité des partenaires mobilité (concertation et suivi).";Texte
34136;5028;Comité des partenaires Mobilité;Tag
33995;5028;"Communauté de communes du Clunisois (mise à disposition des véhicules, coordination et suivi).

Communes partenaires (gestion locale et organisation du service).

Associations locales (recrutement des bénévoles, animation du service).

Comité des partenaires mobilité (concertation et suivi global).";Texte
35273;5028;"Comité de pilotage Économie Circulaire : valide la couverture des 7 piliers et veille à leur équilibrage

Groupes de travail thématiques : organisés par pilier ou croisant plusieurs piliers selon les synergies

Conseil territorial Économie Circulaire : consulté pour enrichir et ajuster les actions par pilier

Conseil communautaire : informé que la stratégie intègre ces 7 dimensions fondamentales, garantissant son alignement avec les standards nationaux";Texte
5708;5028;"Communauté de communes du Clunisois (pilotage, coordination, suivi des aménagements).

Communes (maîtres d’ouvrage locaux).

Département de Saône-et-Loire, DDT, DREAL (partenaires techniques et co-financeurs).

Région Bourgogne-Franche-Comté (aides mobilisables).

Intercommunalités voisines (liaisons intercommunales).

Comité des partenaires mobilité (concertation et suivi).";Texte
35264;5028;"Comité de pilotage Économie Circulaire : oriente le recensement en validant les critères de sélection et les zones prioritaires

Conseil territorial Économie Circulaire : mobilisé pour enrichir et compléter le recensement via ses membres

Partenaires techniques : Chambres consulaires, associations, pôles territoriaux, PTCE InCluniso peuvent relayer l’enquête et proposer des contacts

Service communication : valorise les résultats dans un livret, une exposition ou une rubrique dédiée sur le site web";Texte
24393;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Chambre d’Agriculture 71 : animation technique ponctuelle.

CUMA de l’Abbaye ou autre collectif agricole : partenaire central, mise à disposition de locaux.

Associations agricoles et citoyennes (ADEAR, BioBFC, InCluniso, Solidarité paysans, etc.) : co-animation thématique.

Agriculteurs : implication dans l’animation et la définition des besoins.";Texte
27127;5028;"Communauté de communes du Clunisois : pilotage et coordination.

ONF et URCOFOR BFC : accompagnement technique et appui communal.

CRPF Bourgogne-Franche-Comté : animation auprès des propriétaires privés.

Département de Saône-et-Loire : partenaire pour les opérations AFAFE.

Communes forestières et propriétaires privés : acteurs directs.";Texte
20800;5028;"Communauté de communes du Clunisois : coordination et relais.

Structures agricoles spécialisées : ADEAR, Chambre d’Agriculture, BioBFC, InCluniso.

Partenaires fonciers et d’accompagnement : SAFER, Terre de Liens.

Agriculteurs hôtes : accueil pour immersions et tests.";Texte
33366;5028;"Conseil communautaire : valide la désignation de l’élu référent via une délibération ou une note d'information à l’exécutif.

Bureau communautaire : informe des enjeux liés à l’Économie Circulaire et intègre la thématique dans les discussions stratégiques.

Comité de pilotage Économie Circulaire : l’élu référent y siège systématiquement, en tant que garant politique de la stratégie.

Conseil territorial Économie Circulaire (inter-EPCI) : l’élu représente la collectivité auprès des autres collectivités partenaires (SIRTOM, CC Saint-Cyr-Mère-Boitier, etc.).";Texte
